Voter ID,Age,Income,Employment Status,Sex,Marital Status,Education Level,State of Residence,Ethnicity,Region,Political Ideology,Registered Citizen Status,Sexuality,Military Status,Amount of Children,Likelihood to Vote,Income Bracket,Government Trust,Physical Health,Mental Health,Religion,Gun Possession Status
Republican,76,130000,Unemployed,Male,Widowed,Master's Degree,Tennessee,Hispanic,South,Conservative,Registered,Heterosexual,Non-Veteran,1,Likely,Low,Neutral,Fair,Excellent,Christian,Non-Possessor
Republican,68,340000,Self-employed,Female,Single,Doctoral Degree,Nevada,Black,Unknown,Socialist,Registered,Heterosexual,Non-Veteran,4,Likely,Middle,Distrustful,Fair,Good,Christian,Possessor
Democrat,18,20000,Self-employed,Female,Married,Bachelor's Degree,North Dakota,Hispanic,Unknown,Socialist,Registered,Heterosexual,Non-Veteran,5,Likely,Middle,Trustful,Poor,Excellent,Muslim,Non-Possessor
Democrat,49,225000,Student,Male,Single,Doctoral Degree,Mississippi,White,South,Libertarian,Registered,Gay,Non-Veteran,0,Unlikely,Middle,Neutral,Fair,Fair,Christian,Possessor
Republican,20,270000,Retired,Female,Married,Master's Degree,North Dakota,Asian,Unknown,Libertarian,Registered,Heterosexual,Non-Veteran,4,Undecided,Middle,Trustful,Poor,Good,Christian,Non-Possessor
Democrat,31,160000,Retired,Male,Widowed,Associate Degree,Hawaii,Other,Unknown,Conservative,Registered,Heterosexual,Non-Veteran,4,Likely,Low,Neutral,Fair,Poor,Jewish,Non-Possessor
Democrat,48,110000,Retired,Male,Divorced,High School,Nevada,Black,Unknown,Libertarian,Registered,Gay,Non-Veteran,1,Undecided,Middle,Trustful,Good,Poor,Muslim,Non-Possessor
Democrat,36,170000,Unemployed,Male,Married,Doctoral Degree,Michigan,White,Midwest,Socialist,Registered,Heterosexual,Non-Veteran,3,Likely,Low,Trustful,Fair,Good,Christian,Possessor
Democrat,59,310000,Unemployed,Female,Widowed,Associate Degree,New Hampshire,White,Northeast,Centrist,Registered,Heterosexual,Non-Veteran,5,Undecided,Low,Neutral,Excellent,Good,Jewish,Non-Possessor
Republican,66,140000,Retired,Male,Single,Doctoral Degree,Arkansas,Other,South,Conservative,Registered,Gay,Veteran,5,Likely,Middle,Distrustful,Fair,Poor,Christian,Possessor
Democrat,70,145000,Unemployed,Female,Single,Master's Degree,Vermont,Asian,Northeast,Liberal,Registered,Heterosexual,Non-Veteran,3,Unlikely,Middle,Distrustful,Poor,Poor,Hindu,Non-Possessor
Democrat,51,100000,Unemployed,Male,Single,Doctoral Degree,Indiana,Other,Midwest,Socialist,Registered,Heterosexual,Non-Veteran,0,Likely,Middle,Trustful,Good,Poor,Christian,Non-Possessor
Democrat,79,230000,Retired,Female,Widowed,Associate Degree,Ohio,Black,Midwest,Socialist,Registered,Heterosexual,Non-Veteran,3,Undecided,High,Trustful,Good,Fair,Christian,Possessor
Republican,47,120000,Employed,Male,Single,High School,Illinois,Black,Midwest,Centrist,Registered,Gay,Non-Veteran,2,Undecided,High,Neutral,Excellent,Good,Christian,Non-Possessor
Democrat,21,315000,Employed,Male,Divorced,Associate Degree,South Carolina,Other,South,Libertarian,Registered,Heterosexual,Veteran,2,Unlikely,Low,Trustful,Fair,Good,Muslim,Non-Possessor
Republican,62,20000,Self-employed,Female,Divorced,High School,Wyoming,White,Unknown,Socialist,Registered,Heterosexual,Non-Veteran,3,Undecided,Middle,Trustful,Excellent,Excellent,Christian,Non-Possessor
Republican,19,190000,Self-employed,Female,Widowed,Bachelor's Degree,Connecticut,White,Northeast,Conservative,Registered,Heterosexual,Non-Veteran,0,Unlikely,Low,Distrustful,Excellent,Poor,Christian,Non-Possessor
Republican,65,95000,Employed,Male,Widowed,High School,Virginia,Asian,South,Centrist,Registered,Heterosexual,Non-Veteran,5,Unlikely,Middle,Trustful,Poor,Good,Christian,Possessor
Democrat,47,135000,Self-employed,Male,Divorced,High School,Oregon,Black,West Coast,Centrist,Registered,Heterosexual,Non-Veteran,1,Likely,Low,Trustful,Excellent,Excellent,Christian,Non-Possessor
Democrat,30,100000,Student,Male,Divorced,Master's Degree,North Carolina,Hispanic,South,Centrist,Registered,Heterosexual,Non-Veteran,1,Likely,Low,Distrustful,Fair,Good,Jewish,Non-Possessor
Republican,21,340000,Unemployed,Male,Married,Master's Degree,North Dakota,Black,Unknown,Progressive,Registered,Gay,Non-Veteran,0,Unlikely,High,Trustful,Excellent,Excellent,Christian,Non-Possessor
Republican,29,125000,Self-employed,Male,Widowed,Doctoral Degree,Wisconsin,Asian,Midwest,Conservative,Registered,Heterosexual,Non-Veteran,5,Unlikely,Middle,Distrustful,Fair,Poor,Christian,Non-Possessor
Democrat,20,40000,Unemployed,Non-Binary,Divorced,Master's Degree,Colorado,Other,Unknown,Progressive,Registered,Heterosexual,Non-Veteran,3,Unlikely,High,Distrustful,Poor,Excellent,Jewish,Non-Possessor
Republican,48,185000,Employed,Male,Single,High School,Maryland,Asian,South,Liberal,Registered,Heterosexual,Non-Veteran,4,Likely,High,Trustful,Fair,Fair,Christian,Non-Possessor
Democrat,32,95000,Retired,Female,Single,High School,Virginia,Hispanic,South,Socialist,Registered,Heterosexual,Veteran,1,Likely,Low,Trustful,Poor,Fair,Muslim,Possessor
Democrat,38,180000,Unemployed,Female,Single,High School,North Dakota,White,Unknown,Libertarian,Registered,Gay,Veteran,5,Unlikely,Low,Trustful,Fair,Excellent,Christian,Non-Possessor
Republican,40,215000,Retired,Male,Married,Bachelor's Degree,California,White,West Coast,Libertarian,Registered,Heterosexual,Non-Veteran,4,Likely,Middle,Distrustful,Poor,Fair,Christian,Possessor
Democrat,49,90000,Employed,Female,Divorced,Doctoral Degree,Wyoming,Black,Unknown,Conservative,Registered,Heterosexual,Veteran,1,Undecided,High,Trustful,Good,Good,Hindu,Possessor
Democrat,52,200000,Self-employed,Female,Single,Doctoral Degree,Utah,Asian,Unknown,Socialist,Registered,Heterosexual,Non-Veteran,1,Undecided,Low,Neutral,Fair,Good,Christian,Non-Possessor
Republican,45,200000,Employed,Male,Widowed,Doctoral Degree,Virginia,White,South,Socialist,Registered,Heterosexual,Non-Veteran,5,Likely,Middle,Distrustful,Poor,Poor,Christian,Non-Possessor
Democrat,24,210000,Employed,Female,Divorced,Bachelor's Degree,Oklahoma,White,South,Centrist,Registered,Heterosexual,Non-Veteran,5,Undecided,Low,Distrustful,Poor,Fair,Hindu,Non-Possessor
Democrat,27,30000,Employed,Female,Single,Master's Degree,Vermont,Hispanic,Northeast,Liberal,Registered,Heterosexual,Non-Veteran,4,Undecided,Low,Trustful,Poor,Good,Christian,Non-Possessor
Republican,49,285000,Self-employed,Male,Single,Master's Degree,Kentucky,Asian,South,Libertarian,Registered,Heterosexual,Non-Veteran,3,Undecided,High,Neutral,Good,Good,Christian,Non-Possessor
Republican,67,300000,Retired,Male,Married,Master's Degree,South Carolina,Black,South,Socialist,Registered,Heterosexual,Non-Veteran,4,Undecided,Low,Neutral,Poor,Excellent,Muslim,Possessor
Democrat,47,215000,Student,Male,Divorced,High School,Montana,Black,Unknown,Liberal,Registered,Heterosexual,Non-Veteran,2,Undecided,Middle,Trustful,Good,Poor,Jewish,Possessor
Republican,75,55000,Employed,Male,Divorced,Associate Degree,Idaho,Hispanic,Unknown,Conservative,Registered,Heterosexual,Non-Veteran,4,Likely,High,Trustful,Good,Fair,Christian,Possessor
Democrat,59,285000,Self-employed,Female,Divorced,Associate Degree,Utah,Black,Unknown,Progressive,Registered,Heterosexual,Non-Veteran,1,Unlikely,Middle,Distrustful,Excellent,Poor,Hindu,Non-Possessor
Democrat,30,30000,Self-employed,Female,Widowed,Associate Degree,Virginia,Other,South,Libertarian,Registered,Heterosexual,Non-Veteran,0,Unlikely,High,Trustful,Poor,Fair,Christian,Non-Possessor
Democrat,22,290000,Self-employed,Female,Widowed,High School,Wyoming,Hispanic,Unknown,Socialist,Registered,Gay,Non-Veteran,2,Undecided,Middle,Trustful,Good,Excellent,Christian,Non-Possessor
Democrat,21,345000,Employed,Male,Widowed,Associate Degree,Alabama,Asian,South,Centrist,Registered,Heterosexual,Non-Veteran,1,Unlikely,High,Trustful,Poor,Poor,Christian,Non-Possessor
Democrat,27,185000,Student,Female,Married,Associate Degree,Indiana,Asian,Midwest,Progressive,Registered,Heterosexual,Non-Veteran,3,Likely,Middle,Trustful,Excellent,Excellent,Christian,Possessor
Democrat,52,85000,Employed,Female,Single,High School,Texas,Other,South,Socialist,Registered,Heterosexual,Non-Veteran,1,Unlikely,High,Neutral,Fair,Poor,Christian,Non-Possessor
Democrat,43,25000,Self-employed,Female,Divorced,Associate Degree,Washington,Black,West Coast,Liberal,Registered,Heterosexual,Non-Veteran,5,Likely,Middle,Neutral,Good,Fair,Christian,Non-Possessor
Democrat,36,280000,Self-employed,Male,Divorced,Associate Degree,Oklahoma,Asian,South,Socialist,Registered,Heterosexual,Non-Veteran,1,Likely,Middle,Trustful,Good,Fair,Christian,Non-Possessor
Republican,35,345000,Unemployed,Male,Widowed,Master's Degree,Minnesota,Other,Midwest,Liberal,Registered,Heterosexual,Non-Veteran,4,Likely,Low,Distrustful,Good,Excellent,Christian,Non-Possessor
Republican,63,210000,Self-employed,Male,Single,Associate Degree,West Virginia,Hispanic,South,Centrist,Registered,Heterosexual,Non-Veteran,1,Likely,Middle,Neutral,Good,Excellent,Christian,Possessor
Republican,38,50000,Student,Male,Single,Doctoral Degree,Minnesota,Hispanic,Midwest,Libertarian,Registered,Heterosexual,Non-Veteran,5,Undecided,High,Trustful,Excellent,Good,Christian,Non-Possessor
Democrat,75,145000,Employed,Male,Single,Bachelor's Degree,Utah,Hispanic,Unknown,Liberal,Registered,Heterosexual,Non-Veteran,2,Likely,Middle,Distrustful,Poor,Poor,Muslim,Non-Possessor
Democrat,33,140000,Self-employed,Female,Married,Doctoral Degree,North Dakota,Hispanic,Unknown,Liberal,Registered,Heterosexual,Non-Veteran,4,Undecided,High,Neutral,Poor,Fair,Christian,Non-Possessor
Democrat,45,345000,Employed,Male,Widowed,Doctoral Degree,Kansas,Asian,Unknown,Centrist,Registered,Heterosexual,Non-Veteran,4,Undecided,High,Trustful,Excellent,Poor,Hindu,Non-Possessor
Republican,74,195000,Employed,Male,Married,Bachelor's Degree,North Dakota,Asian,Unknown,Socialist,Registered,Heterosexual,Veteran,0,Likely,Low,Distrustful,Excellent,Good,Christian,Non-Possessor
Democrat,23,110000,Unemployed,Male,Single,Bachelor's Degree,Oregon,Black,West Coast,Liberal,Registered,Heterosexual,Non-Veteran,0,Unlikely,High,Trustful,Fair,Fair,Hindu,Non-Possessor
Democrat,53,95000,Student,Non-Binary,Divorced,Master's Degree,North Carolina,Other,South,Centrist,Registered,Heterosexual,Non-Veteran,4,Undecided,Low,Distrustful,Poor,Fair,Christian,Non-Possessor
Republican,60,340000,Retired,Female,Married,High School,Montana,White,Unknown,Libertarian,Registered,Heterosexual,Non-Veteran,5,Likely,Low,Distrustful,Excellent,Poor,Christian,Non-Possessor
Republican,61,310000,Unemployed,Male,Married,Master's Degree,Colorado,Asian,Unknown,Progressive,Registered,Heterosexual,Non-Veteran,4,Likely,Middle,Trustful,Excellent,Good,Christian,Possessor
Democrat,69,30000,Unemployed,Female,Divorced,High School,New Jersey,White,Northeast,Progressive,Registered,Heterosexual,Non-Veteran,3,Undecided,Middle,Trustful,Good,Poor,Christian,Non-Possessor
Democrat,54,160000,Self-employed,Female,Divorced,Associate Degree,Michigan,Hispanic,Midwest,Liberal,Registered,Heterosexual,Non-Veteran,0,Unlikely,Middle,Distrustful,Poor,Fair,Christian,Non-Possessor
Democrat,18,50000,Self-employed,Female,Divorced,Bachelor's Degree,Indiana,Asian,Midwest,Libertarian,Registered,Heterosexual,Non-Veteran,5,Unlikely,Low,Neutral,Poor,Excellent,Hindu,Non-Possessor
Republican,43,165000,Employed,Female,Single,Bachelor's Degree,Nebraska,White,Unknown,Libertarian,Registered,Heterosexual,Non-Veteran,5,Likely,High,Trustful,Excellent,Poor,Christian,Non-Possessor
Democrat,35,45000,Student,Female,Single,Associate Degree,Florida,Black,South,Centrist,Registered,Heterosexual,Non-Veteran,2,Unlikely,High,Distrustful,Fair,Poor,Christian,Non-Possessor
Democrat,77,30000,Student,Female,Single,High School,Arkansas,Other,South,Liberal,Registered,Heterosexual,Non-Veteran,3,Undecided,Middle,Distrustful,Fair,Good,Christian,Possessor
Republican,77,145000,Employed,Male,Widowed,Doctoral Degree,New Jersey,Other,Northeast,Conservative,Registered,Gay,Non-Veteran,5,Unlikely,High,Neutral,Excellent,Good,Christian,Non-Possessor
Democrat,26,165000,Student,Male,Divorced,Associate Degree,Connecticut,Black,Northeast,Socialist,Registered,Heterosexual,Non-Veteran,2,Undecided,Low,Distrustful,Good,Excellent,Christian,Possessor
Republican,77,100000,Retired,Male,Divorced,High School,Wisconsin,White,Midwest,Progressive,Registered,Heterosexual,Non-Veteran,4,Unlikely,High,Neutral,Fair,Poor,Christian,Non-Possessor
Republican,41,275000,Self-employed,Female,Married,Doctoral Degree,Connecticut,White,Northeast,Socialist,Registered,Heterosexual,Veteran,4,Likely,Middle,Neutral,Fair,Excellent,Christian,Possessor
Democrat,62,200000,Self-employed,Male,Single,Doctoral Degree,Ohio,Other,Midwest,Conservative,Registered,Heterosexual,Non-Veteran,3,Unlikely,Low,Trustful,Excellent,Fair,Hindu,Possessor
Democrat,72,135000,Self-employed,Female,Divorced,Master's Degree,Indiana,Black,Midwest,Socialist,Registered,Heterosexual,Non-Veteran,0,Undecided,Middle,Neutral,Fair,Poor,Christian,Non-Possessor
Republican,25,260000,Unemployed,Male,Single,Doctoral Degree,Oklahoma,Other,South,Libertarian,Registered,Heterosexual,Non-Veteran,3,Likely,Middle,Distrustful,Good,Poor,Christian,Non-Possessor
Republican,52,15000,Employed,Male,Divorced,High School,Maryland,Other,South,Conservative,Registered,Heterosexual,Non-Veteran,5,Undecided,High,Distrustful,Good,Excellent,Jewish,Non-Possessor
Republican,20,60000,Self-employed,Male,Married,Doctoral Degree,Nevada,Asian,Unknown,Conservative,Registered,Heterosexual,Non-Veteran,0,Undecided,High,Distrustful,Excellent,Excellent,Jewish,Non-Possessor
Democrat,47,320000,Employed,Female,Widowed,Bachelor's Degree,California,Hispanic,West Coast,Liberal,Registered,Heterosexual,Non-Veteran,2,Undecided,High,Distrustful,Good,Excellent,Christian,Non-Possessor
Republican,79,310000,Self-employed,Male,Divorced,Associate Degree,New Hampshire,Other,Northeast,Conservative,Registered,Heterosexual,Non-Veteran,5,Undecided,Middle,Trustful,Good,Fair,Christian,Non-Possessor
Democrat,27,295000,Unemployed,Female,Single,High School,Rhode Island,White,Northeast,Conservative,Registered,Heterosexual,Non-Veteran,0,Unlikely,Low,Distrustful,Fair,Good,Muslim,Non-Possessor
Republican,40,305000,Retired,Male,Divorced,Doctoral Degree,Wisconsin,Hispanic,Midwest,Socialist,Registered,Heterosexual,Non-Veteran,1,Undecided,Low,Neutral,Good,Excellent,Christian,Non-Possessor
Republican,75,150000,Employed,Male,Married,Associate Degree,Alaska,White,Unknown,Centrist,Registered,Heterosexual,Veteran,2,Unlikely,Low,Neutral,Good,Excellent,Christian,Non-Possessor
Republican,29,340000,Employed,Male,Married,Doctoral Degree,Texas,Asian,South,Socialist,Registered,Heterosexual,Non-Veteran,4,Undecided,Middle,Distrustful,Good,Fair,Christian,Non-Possessor
Democrat,58,25000,Student,Female,Married,Doctoral Degree,Minnesota,Other,Midwest,Progressive,Registered,Heterosexual,Veteran,2,Unlikely,High,Distrustful,Fair,Fair,Christian,Possessor
Republican,65,170000,Self-employed,Female,Divorced,High School,Alaska,Hispanic,Unknown,Socialist,Registered,Heterosexual,Non-Veteran,5,Likely,Low,Trustful,Good,Good,Christian,Non-Possessor
Republican,59,110000,Unemployed,Female,Divorced,Bachelor's Degree,Ohio,Black,Midwest,Centrist,Registered,Gay,Non-Veteran,4,Unlikely,High,Distrustful,Excellent,Excellent,Christian,Non-Possessor
Republican,51,250000,Self-employed,Male,Widowed,Master's Degree,Maryland,Black,South,Conservative,Registered,Heterosexual,Non-Veteran,5,Unlikely,Middle,Trustful,Fair,Poor,Christian,Non-Possessor
Republican,77,290000,Self-employed,Female,Married,Bachelor's Degree,Delaware,White,South,Socialist,Registered,Heterosexual,Non-Veteran,5,Undecided,Low,Trustful,Poor,Poor,Christian,Possessor
Democrat,39,60000,Retired,Male,Widowed,Bachelor's Degree,Florida,Black,South,Centrist,Registered,Heterosexual,Non-Veteran,1,Undecided,High,Neutral,Fair,Fair,Muslim,Non-Possessor
Democrat,38,15000,Employed,Male,Single,Master's Degree,Pennsylvania,Hispanic,Northeast,Liberal,Registered,Heterosexual,Non-Veteran,2,Likely,Middle,Trustful,Good,Fair,Hindu,Possessor
Democrat,22,60000,Employed,Female,Widowed,Master's Degree,Georgia,Asian,South,Conservative,Registered,Heterosexual,Non-Veteran,2,Likely,Low,Distrustful,Fair,Excellent,Christian,Non-Possessor
Democrat,18,50000,Student,Female,Divorced,Bachelor's Degree,Colorado,White,Unknown,Centrist,Registered,Heterosexual,Non-Veteran,0,Undecided,High,Trustful,Excellent,Fair,Hindu,Non-Possessor
Republican,66,165000,Retired,Non-Binary,Divorced,Associate Degree,Alabama,Asian,South,Liberal,Registered,Heterosexual,Veteran,5,Unlikely,Middle,Neutral,Good,Fair,Jewish,Non-Possessor
Republican,34,75000,Employed,Male,Widowed,Bachelor's Degree,Alabama,Hispanic,South,Libertarian,Registered,Heterosexual,Non-Veteran,3,Likely,Middle,Neutral,Excellent,Good,Christian,Non-Possessor
Democrat,21,165000,Employed,Female,Widowed,Bachelor's Degree,South Dakota,Asian,Unknown,Centrist,Registered,Heterosexual,Non-Veteran,1,Likely,Middle,Neutral,Poor,Good,Christian,Non-Possessor
Republican,43,35000,Employed,Male,Widowed,Master's Degree,North Dakota,Other,Unknown,Progressive,Registered,Heterosexual,Veteran,0,Likely,Low,Neutral,Fair,Good,Christian,Non-Possessor
Democrat,51,120000,Student,Male,Widowed,Associate Degree,Tennessee,Asian,South,Centrist,Registered,Heterosexual,Non-Veteran,5,Undecided,Middle,Trustful,Poor,Poor,Christian,Possessor
Democrat,42,130000,Retired,Female,Widowed,Bachelor's Degree,Illinois,Asian,Midwest,Conservative,Registered,Heterosexual,Non-Veteran,5,Undecided,Low,Trustful,Fair,Fair,Christian,Non-Possessor
Democrat,48,95000,Retired,Female,Single,Bachelor's Degree,Florida,Black,South,Liberal,Registered,Heterosexual,Non-Veteran,4,Undecided,Middle,Distrustful,Poor,Excellent,Jewish,Possessor
Republican,48,245000,Student,Male,Married,Doctoral Degree,Kentucky,White,South,Progressive,Registered,Heterosexual,Non-Veteran,5,Undecided,Low,Distrustful,Poor,Fair,Christian,Non-Possessor
Republican,60,160000,Self-employed,Male,Divorced,Associate Degree,Colorado,White,Unknown,Centrist,Registered,Heterosexual,Non-Veteran,5,Likely,Middle,Distrustful,Good,Fair,Jewish,Non-Possessor
Republican,58,280000,Self-employed,Female,Single,Bachelor's Degree,Colorado,White,Unknown,Libertarian,Registered,Heterosexual,Non-Veteran,2,Likely,Low,Neutral,Fair,Excellent,Christian,Non-Possessor
Democrat,26,345000,Unemployed,Female,Married,Bachelor's Degree,Hawaii,White,Unknown,Socialist,Registered,Heterosexual,Non-Veteran,0,Undecided,Middle,Neutral,Poor,Fair,Christian,Non-Possessor
Republican,27,325000,Self-employed,Male,Divorced,High School,Kentucky,Other,South,Centrist,Registered,Heterosexual,Non-Veteran,5,Unlikely,Middle,Trustful,Fair,Good,Jewish,Non-Possessor
Republican,33,145000,Retired,Male,Single,Doctoral Degree,Nebraska,Black,Unknown,Progressive,Registered,Heterosexual,Veteran,4,Undecided,High,Neutral,Good,Excellent,Christian,Non-Possessor
Democrat,23,200000,Student,Female,Divorced,Bachelor's Degree,Oregon,Hispanic,West Coast,Liberal,Registered,Heterosexual,Non-Veteran,5,Likely,Middle,Trustful,Poor,Excellent,Christian,Possessor
Democrat,45,305000,Employed,Male,Divorced,Bachelor's Degree,Georgia,Asian,South,Liberal,Registered,Heterosexual,Non-Veteran,5,Undecided,Low,Distrustful,Poor,Excellent,Hindu,Possessor
Democrat,34,65000,Student,Male,Married,Bachelor's Degree,Minnesota,Black,Midwest,Libertarian,Registered,Gay,Non-Veteran,2,Unlikely,Middle,Distrustful,Poor,Poor,Christian,Possessor
Democrat,21,60000,Unemployed,Male,Divorced,Bachelor's Degree,Oklahoma,Hispanic,South,Liberal,Registered,Heterosexual,Non-Veteran,0,Likely,High,Neutral,Good,Poor,Christian,Non-Possessor
Republican,78,260000,Unemployed,Female,Widowed,Associate Degree,Kansas,Hispanic,Unknown,Conservative,Registered,Heterosexual,Veteran,5,Undecided,High,Trustful,Poor,Excellent,Christian,Non-Possessor
Democrat,74,200000,Retired,Female,Divorced,Doctoral Degree,Oregon,Asian,West Coast,Liberal,Registered,Gay,Non-Veteran,5,Unlikely,High,Trustful,Fair,Poor,Christian,Non-Possessor
Republican,78,250000,Employed,Male,Single,Bachelor's Degree,Wyoming,Asian,Unknown,Centrist,Registered,Heterosexual,Non-Veteran,5,Likely,High,Distrustful,Poor,Fair,Christian,Possessor
Democrat,43,90000,Retired,Non-Binary,Divorced,Doctoral Degree,Pennsylvania,Other,Northeast,Conservative,Registered,Heterosexual,Non-Veteran,2,Unlikely,Middle,Neutral,Fair,Poor,Christian,Non-Possessor
Republican,73,70000,Retired,Male,Married,Doctoral Degree,Nebraska,Asian,Unknown,Libertarian,Registered,Heterosexual,Non-Veteran,0,Undecided,High,Distrustful,Excellent,Fair,Christian,Non-Possessor
Democrat,29,125000,Unemployed,Female,Widowed,Master's Degree,New York,Black,Northeast,Progressive,Registered,Heterosexual,Non-Veteran,2,Undecided,Middle,Trustful,Fair,Good,Christian,Non-Possessor
Democrat,75,195000,Student,Female,Single,Associate Degree,Oklahoma,Asian,South,Libertarian,Registered,Heterosexual,Non-Veteran,2,Likely,Middle,Distrustful,Fair,Fair,Muslim,Non-Possessor
Republican,52,95000,Retired,Male,Widowed,Master's Degree,North Dakota,Hispanic,Unknown,Centrist,Registered,Heterosexual,Veteran,4,Likely,High,Neutral,Fair,Excellent,Jewish,Non-Possessor
Democrat,34,110000,Retired,Female,Single,Bachelor's Degree,South Dakota,Other,Unknown,Conservative,Registered,Heterosexual,Non-Veteran,1,Unlikely,High,Distrustful,Good,Poor,Jewish,Non-Possessor
Republican,51,30000,Employed,Female,Widowed,Doctoral Degree,Virginia,White,South,Libertarian,Registered,Heterosexual,Veteran,1,Likely,High,Trustful,Good,Poor,Christian,Non-Possessor
Democrat,58,230000,Unemployed,Female,Married,Doctoral Degree,New Mexico,Black,Unknown,Libertarian,Registered,Heterosexual,Non-Veteran,2,Likely,High,Trustful,Fair,Fair,Christian,Non-Possessor
Republican,56,35000,Retired,Female,Widowed,Doctoral Degree,Nebraska,Asian,Unknown,Conservative,Registered,Heterosexual,Non-Veteran,4,Unlikely,Middle,Distrustful,Fair,Fair,Christian,Possessor
Democrat,52,255000,Student,Female,Single,Master's Degree,Idaho,Black,Unknown,Conservative,Registered,Heterosexual,Non-Veteran,1,Undecided,High,Neutral,Good,Poor,Christian,Non-Possessor
Democrat,33,30000,Unemployed,Male,Widowed,Doctoral Degree,Nebraska,Hispanic,Unknown,Conservative,Registered,Heterosexual,Non-Veteran,1,Likely,High,Trustful,Excellent,Good,Jewish,Non-Possessor
Democrat,20,30000,Retired,Female,Widowed,Associate Degree,Nevada,Black,Unknown,Conservative,Registered,Heterosexual,Non-Veteran,2,Unlikely,High,Distrustful,Poor,Poor,Jewish,Non-Possessor
Republican,64,130000,Employed,Male,Single,High School,Georgia,Other,South,Conservative,Registered,Heterosexual,Non-Veteran,5,Undecided,High,Distrustful,Poor,Excellent,Christian,Non-Possessor
Democrat,36,15000,Unemployed,Male,Widowed,Associate Degree,Alaska,Hispanic,Unknown,Centrist,Registered,Gay,Non-Veteran,5,Undecided,Low,Distrustful,Excellent,Good,Christian,Non-Possessor
Republican,55,70000,Unemployed,Male,Widowed,Master's Degree,Maryland,White,South,Liberal,Registered,Heterosexual,Non-Veteran,5,Undecided,High,Trustful,Poor,Excellent,Christian,Possessor
Democrat,50,145000,Employed,Female,Single,Master's Degree,Iowa,Other,Midwest,Liberal,Registered,Heterosexual,Non-Veteran,1,Unlikely,High,Trustful,Good,Good,Christian,Possessor
Democrat,24,205000,Student,Female,Single,Master's Degree,Hawaii,Asian,Unknown,Progressive,Registered,Gay,Non-Veteran,1,Unlikely,Middle,Neutral,Fair,Excellent,Christian,Non-Possessor
Republican,43,250000,Retired,Male,Married,Doctoral Degree,New Mexico,Other,Unknown,Liberal,Registered,Heterosexual,Non-Veteran,0,Undecided,High,Neutral,Good,Excellent,Muslim,Non-Possessor
Democrat,72,220000,Unemployed,Male,Single,Doctoral Degree,Florida,Black,South,Conservative,Registered,Heterosexual,Non-Veteran,2,Likely,High,Neutral,Fair,Poor,Jewish,Non-Possessor
Democrat,40,190000,Unemployed,Male,Single,Doctoral Degree,Missouri,Hispanic,Midwest,Centrist,Registered,Heterosexual,Non-Veteran,2,Undecided,High,Neutral,Poor,Fair,Christian,Non-Possessor
Republican,79,320000,Retired,Male,Widowed,High School,North Dakota,Asian,Unknown,Socialist,Registered,Heterosexual,Non-Veteran,3,Likely,Middle,Trustful,Excellent,Fair,Hindu,Non-Possessor
Democrat,33,325000,Employed,Female,Divorced,Associate Degree,Massachusetts,Other,Northeast,Progressive,Registered,Heterosexual,Non-Veteran,5,Undecided,Middle,Trustful,Good,Fair,Christian,Non-Possessor
Republican,68,260000,Retired,Male,Widowed,Master's Degree,Ohio,Black,Midwest,Socialist,Registered,Heterosexual,Non-Veteran,0,Undecided,High,Distrustful,Fair,Excellent,Christian,Possessor
Republican,30,305000,Self-employed,Male,Widowed,Doctoral Degree,Indiana,Asian,Midwest,Libertarian,Registered,Heterosexual,Non-Veteran,2,Unlikely,Middle,Distrustful,Fair,Excellent,Christian,Non-Possessor
Republican,72,315000,Unemployed,Male,Single,High School,West Virginia,Asian,South,Liberal,Registered,Heterosexual,Non-Veteran,4,Undecided,High,Neutral,Fair,Fair,Christian,Non-Possessor
Republican,40,265000,Self-employed,Female,Single,Associate Degree,West Virginia,White,South,Liberal,Registered,Heterosexual,Non-Veteran,5,Unlikely,Middle,Neutral,Good,Excellent,Christian,Non-Possessor
Democrat,26,60000,Student,Female,Married,Associate Degree,Pennsylvania,Hispanic,Northeast,Liberal,Registered,Heterosexual,Non-Veteran,5,Unlikely,High,Distrustful,Fair,Poor,Muslim,Non-Possessor
Democrat,47,345000,Self-employed,Female,Married,Associate Degree,Minnesota,Asian,Midwest,Libertarian,Registered,Gay,Non-Veteran,0,Likely,Low,Distrustful,Poor,Fair,Christian,Non-Possessor
Democrat,21,70000,Self-employed,Female,Divorced,High School,Rhode Island,Black,Northeast,Liberal,Registered,Heterosexual,Non-Veteran,0,Likely,Middle,Distrustful,Fair,Poor,Christian,Non-Possessor
Democrat,27,75000,Self-employed,Female,Divorced,Doctoral Degree,Ohio,Black,Midwest,Progressive,Registered,Heterosexual,Non-Veteran,4,Likely,Middle,Distrustful,Fair,Good,Christian,Non-Possessor
Republican,67,20000,Retired,Male,Married,Bachelor's Degree,Wyoming,White,Unknown,Centrist,Registered,Heterosexual,Non-Veteran,1,Unlikely,High,Neutral,Good,Good,Muslim,Possessor
Democrat,55,40000,Employed,Male,Married,Doctoral Degree,Maine,Hispanic,Northeast,Socialist,Registered,Heterosexual,Non-Veteran,1,Unlikely,Low,Trustful,Good,Excellent,Christian,Non-Possessor
